Shelfmark,NormalizedShelfmark,Request Count,Title,Author,Pub Year,Periodical Date,Vol,Read Cat,Copyright Status,Access,Collection,IMPS Order ID,Digitisation Status,Digitisation Priority
VOC/1920/RANDOLPH,VOC/   1920 /R AND OLPH,2,It's a wonderful song :,"Randolph, Eric.",1920,0,   ,RCX,Possibly out of Copyright,Restricted,Music,,,4
h.2050.r.(1.),h   2050 r(      1 ),4,"A First<second, third>Set of twenty four favorite Melodi...","Lithander, C. L.",1825,0,   ,RC1,Probably out of Copyright,Standard Access,Music,6W232169P,,4
R.M.20.a.5*,RM     20 a      5 *,2,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RCX,Unknown,Restricted,Music,,,3
g.86.a.(1.),g     86 a(      1 ),2,xii. sonate a due e? tre violini col basso ... Opera secon,"Sammartini, Giuseppe, 1695-1750.",1740,0,,RC1,Probably out of Copyright,Standard Access,Music,08W02189P,,3
h.141.i.(5.),h    141 i(      5 ),2,"2e concerto. Basson principal, deux violons, alto et basse,","Devienne, Franc_ois, 1759-1803.",1790,0,-,RC1,Probably out of Copyright,Standard Access,Music,09W12140P,,3
g.116.a.(8.),g    116 a(      8 ),2,"A Concerto, for the Harpsichord or Piano Forte, with Accomp","Wright, Thomas, of Stockton-on-Tees.",1797,0,-,RC1,Probably out of Copyright,Standard Access,Music,11W30810P,,3
g.469.(1.),g    469 (      1 ),2,Sei Quartetti a Due Violini Viola & Violoncello ... Opera S,"Pichl, Wenzel, 1741-1805.",1780,0,-,RC1,Probably out of Copyright,Standard Access,Music,12W67817P,,3
h.942.(35.),h    942 (     35 ),2,He_rold's ... Zampa Quadrilles ... for two or three Perf...,"Andrews, Richard Hoffman,",1847,0,,RC1,Probably out of Copyright,Standard Access,Music,13W96679P,,3
h.942.(35.),h    942 (     35 ),2,He_rold's ... Zampa Quadrilles ... for two or three Perf...,"Andrews, Richard Hoffman,",1847,0,,RC1,Probably out of Copyright,Standard Access,Music,,,3
h.141.i.(5.),h    141 i(      5 ),2,"2e concerto. Basson principal, deux violons, alto et basse,","Devienne, Franc_ois, 1759-1803.",1790,0,-,RC1,Probably out of Copyright,Standard Access,Music,12W67105P,,3
Hirsch IV.27,HirschIV     27 ,2,Trois Sonates pour le clavecin ou pianoforte ... Oeuvre VI.,"Mozart, Wolfgang Amadeus, 1756-1791",1784,0,,RC1,Probably out of Copyright,Standard Access,Music,08W05539P,,3
g.116.a.(8.),g    116 a(      8 ),2,"A Concerto, for the Harpsichord or Piano Forte, with Accomp","Wright, Thomas, of Stockton-on-Tees.",1797,0,-,RC1,Probably out of Copyright,Standard Access,Music,11W29648P,,3
Hirsch IV.27,HirschIV     27 ,2,Trois Sonates pour le clavecin ou pianoforte ... Oeuvre VI.,"Mozart, Wolfgang Amadeus,",1784,0,,RC1,Probably out of Copyright,Standard Access,Music,5W156138P,,3
e.135.a.,e    135 a,2,"Eight Setts of Lessons for the Harpsichord, etc.","Nares, James, 1715-1783.",1747,0,-,RC1,Probably out of Copyright,Standard Access,Music,10W19469P,,3
e.135.a.,e    135 a,2,"Eight Setts of Lessons for the Harpsichord, etc.","Nares, James, 1715-1783.",1747,0,-,RC1,Probably out of Copyright,Standard Access,Music,10W16570P,,3
H.2245.(2.),H   2245 (      2 ),3,Porpora's elements of singing ... Edited by M. Harris.,"Porpora, Nicoli_ Antonio, 1686-1768.",1858,0,-,RC1,Probably out of Copyright,Standard Access,Music,09W11543P,Full,3
H.2245.(2.),H   2245 (      2 ),3,Porpora's elements of singing ... Edited by M. Harris.,"Porpora, Nicoli_ Antonio, 1686-1768.",1858,0,-,RC1,Probably out of Copyright,Standard Access,Music,11W35709P,Full,3
g.469.(1.),g    469 (      1 ),2,Sei Quartetti a Due Violini Viola & Violoncello ... Opera S,"Pichl, Wenzel, 1741-1805.",1780,0,-,RC1,Probably out of Copyright,Standard Access,Music,12W49568P,,3
g.459.b.,g    459 b,2,"Woelfl's Harmonic Budget, etc.","Wölfl, Joseph, 1773-1812.",1810,0,-,RC1,Probably out of Copyright,Standard Access,Music,,,3
H.2245.(2.),H   2245 (      2 ),3,Porpora's elements of singing ... Edited by M. Harris.,"Porpora, Nicoli_ Antonio, 1686-1768.",1858,0,-,RC1,Probably out of Copyright,Standard Access,Music,09W11543P,Partial,3
H.2245.(2.),H   2245 (      2 ),3,Porpora's elements of singing ... Edited by M. Harris.,"Porpora, Nicoli_ Antonio, 1686-1768.",1858,0,-,RC1,Probably out of Copyright,Standard Access,Music,09W11543P,Unknown,3
MS.Mus.1*,MSMus      1 *,1,Keyboard Music,Purcell,0,0,,RCZ,Unknown,Highly Restricted,Music,,,3
g.75.t.(1.),g     75 t(      1 ),2,Composizioni ... sopra le sette ultime parole del nostro re,"Haydn, Joseph, 1732-1809",1790,0,,RC1,Probably out of Copyright,Standard Access,Music,08W02536P,,3
h.1042.a.,h   1042 a,2,"Chant et me_canisme, (premier livre) 25e_tudes faciles po","Stamaty, Camille Marie.",1859,0,-,RC1,Probably out of Copyright,Standard Access,Music,10W14518P,,3
h.2202.e.,h   2202 e,2,"Instructions for the Trumpet, with the use of the Chromatic","Harper, Thomas.",1835,0,,RC1,Probably out of Copyright,Standard Access,Music,08W05630P,,3
g.503.(2.),g    503 (      2 ),3,Seven Solos for a Violin.,"Saint Germain, de, Count.",1758,0,,RC1,Probably out of Copyright,Standard Access,Music,08W03598P,,3
g.503.(2.),g    503 (      2 ),3,Seven Solos for a Violin.,"Saint Germain, de, Count.",1758,0,,RC1,Probably out of Copyright,Standard Access,Music,09W07815P,,3
g.69.(5.),g     69 (      5 ),2,Trois Duos brillans & faciles pour deux fl?tes ... par T.,"Berbiguier, T. (Tranquille), 1782-1838.",1825,0,,RC1,Probably out of Copyright,Standard Access,Music,07W12516P,,3
g.69.(5.),g     69 (      5 ),2,Trois Duos brillans & faciles pour deux fl?tes ... par T.,"Berbiguier, T. (Tranquille), 1782-1838.",1825,0,,RC1,Probably out of Copyright,Standard Access,Music,07W12256P,,3
g.45.g.,g     45 g,2,xii Sonata's or Solo's for a Violin a Bass Violin or Har...,"Corelli, Arcangelo,",1710,0,,RC1,Probably out of Copyright,Standard Access,Music,,,3
E.239.a.(1.),E    239 a(      1 ),2,"Kern-Spru_che, mehrentheils aus heiliger Schrifft Altes un","Rosenmüller, Johann, ca. 1619-1684.",1648,0,-,RC1,Probably out of Copyright,Standard Access,Music,12W55178P,,3
g.45.g.,g     45 g,2,xii Sonata's or Solo's for a Violin a Bass Violin or Har...,"Corelli, Arcangelo,",1710,0,,RC1,Probably out of Copyright,Standard Access,Music,4W111534P,,3
h.88.a.(10.),h     88 a(     10 ),3,"Drei Gedichte von E. Geibel ... Op. 29, fu_r Pianoforte al","Schumann, Robert, 1810-1856",1874,0,-,RC1,Probably out of Copyright,Standard Access,Music,11W35197P,,3
h.88.a.(10.),h     88 a(     10 ),3,"Drei Gedichte von E. Geibel ... Op. 29, fu_r Pianoforte al","Schumann, Robert, 1810-1856",1874,0,-,RC1,Probably out of Copyright,Standard Access,Music,09W11017P,,3
e.282.jj.(3.),e    282 jj(      3 ),2,Trois sonates pour le piano-forte ... Op. 1.<Nouvelle e_...,"Kalkbrenner, Friedrich Wilhelm Michael,",1840,0,,RC1,Probably out of Copyright,Standard Access,Music,6W193668P,,3
h.88.a.(10.),h     88 a(     10 ),3,"Drei Gedichte von E. Geibel ... Op. 29, fu_r Pianoforte al","Schumann, Robert, 1810-1856",1874,0,-,RC1,Probably out of Copyright,Standard Access,Music,11M05816P,,3
g.509.a.,g    509 a,2,A Concise Introduction to the Art of Playing the Violonc...,"Reinagle, Joseph,",1835,0,,RC1,Probably out of Copyright,Standard Access,Music,6W203886P,,3
g.70.oo.(10.),g     70 oo(     10 ),2,Sei sonate per due flauti traversi e basso. [Parts.],"Gallo, Domenico.",1754,0,,RC1,Probably out of Copyright,Standard Access,Music,08W01634P,,3
E.239.a.(1.),E    239 a(      1 ),2,"Kern-Spru_che, mehrentheils aus heiliger Schrifft Altes un","Rosenmüller, Johann, ca. 1619-1684.",1648,0,-,RC1,Probably out of Copyright,Standard Access,Music,11W42808P,,3
g.75.t.(1.),g     75 t(      1 ),2,Composizioni ... sopra le sette ultime parole del nostro re,"Haydn, Joseph, 1732-1809",1790,0,,RC1,Probably out of Copyright,Standard Access,Music,08W02806P,,3
e.174.k.(1.),e    174 k(      1 ),2,Twelve Voluntaries for the Organ.,"Cecil, Theophania,",1810,0,,RC1,Probably out of Copyright,Standard Access,Music,5W136502P,,3
H.2245.(2.),H   2245 (      2 ),3,Porpora's elements of singing ... Edited by M. Harris.,"Porpora, Nicoli_ Antonio, 1686-1768.",1858,0,-,RC1,Probably out of Copyright,Standard Access,Music,11W35709P,Partial,3
e.174.h.(9.),e    174 h(      9 ),2,"XII. Voluntaries for the Organ or Harpsichord, etc.","Travers, J.",1769,0,,RC1,Probably out of Copyright,Standard Access,Music,,,3
e.174.h.(9.),e    174 h(      9 ),2,"XII. Voluntaries for the Organ or Harpsichord, etc.","Travers, J.",1769,0,,RC1,Probably out of Copyright,Standard Access,Music,6W185142P,,3
h.140.ff.(2.),h    140 ff(      2 ),2,The periodical overture in 8 parts. Composed by P. Crispi.,"Crispi, Pietro.",1765,0,-,RC1,Probably out of Copyright,Standard Access,Music,12W49432P,,3
h.140.ff.(2.),h    140 ff(      2 ),2,The periodical overture in 8 parts. Composed by P. Crispi.,"Crispi, Pietro.",1765,0,-,RC1,Probably out of Copyright,Standard Access,Music,11W48947P,,3
g.474.(26.),g    474 (     26 ),2,"Sinfonia a piu_ Stromenti Obligati, etc. [Parts.]","Martini, Johann Paul Aegidius, 1741-1816.",1780,1780,,RC1,Probably out of Copyright,Standard Access,Music,09W08444P,,3
Hirsch IV.296,HirschIV    296 ,2,"Grand Concerto Concertant pour Pianoforte, Violon et Violon","Beethoven, Ludwig van, 1770-1827",1807,0,,RC1,Probably out of Copyright,Standard Access,Music,09P25566P,,3
e.174.k.(1.),e    174 k(      1 ),2,Twelve Voluntaries for the Organ.,"Cecil, Theophania.",1810,0,,RC1,Probably out of Copyright,Standard Access,Music,,,3
g.70.oo.(10.),g     70 oo(     10 ),2,Sei sonate per due flauti traversi e basso. [Parts.],"Gallo, Domenico.",1754,0,,RC1,Probably out of Copyright,Standard Access,Music,,,3
h.125.(34.),h    125 (     34 ),2,"The celebrated and fashionable dance""La Batteuse"", with ...","Wilson, Thomas",1817,0,,RC1,Probably out of Copyright,Standard Access,Music,6W208391P,,3
h.125.(34.),h    125 (     34 ),2,"The celebrated and fashionable dance""La Batteuse"", with ...","Wilson, Thomas,",1817,0,,RC1,Probably out of Copyright,Standard Access,Music,4W104548P,,3
h.977.a.(28.),h    977 a(     28 ),2,The Watergate Polka. [P. F.],"Bishop, Charles.",1860,0,-,RC1,Probably out of Copyright,Standard Access,Music,12W65005P,,3
h.977.a.(28.),h    977 a(     28 ),2,The Watergate Polka. [P. F.],"Bishop, Charles.",1860,0,-,RC1,Probably out of Copyright,Standard Access,Music,,,3
h.2202.e.,h   2202 e,2,"Instructions for the Trumpet, with the use of the Chroma...","Harper, Thomas,",1835,0,,RC1,Probably out of Copyright,Standard Access,Music,5W139052P,,3
h.2202.e.,h   2202 e,2,"Instructions for the Trumpet, with the use of the Chroma...","Harper, Thomas, 1786-1853.",1835,0,,RC1,Probably out of Copyright,Standard Access,Music,,,3
H.991.z.(8.),H    991 z(      8 ),2,"Handel's Acis and Galatea. Happy we, duet ... and As when t","Handel, George Frideric, 1685-1759",1845,0,,RC1,Probably out of Copyright,Standard Access,Music,08W03235P,,3
H.991.z.(8.),H    991 z(      8 ),2,"Handel's Acis and Galatea. Happy we, duet ... and As when t","Handel, George Frideric, 1685-1759",1845,0,,RC1,Probably out of Copyright,Standard Access,Music,,,3
H.821.,H    821 ,2,"A Series of Sacred Songs, Duetts and Trios, the words by Th","Stevenson, John, Sir, 1761-1833",1816,0,-,RC1,Probably out of Copyright,Standard Access,Music,11W46738P,Partial,3
H.2245.(2.),H   2245 (      2 ),3,Porpora's elements of singing ... Edited by M. Harris.,"Porpora, Nicoli_ Antonio, 1686-1768.",1858,0,-,RC1,Probably out of Copyright,Standard Access,Music,11W35709P,Unknown,3
H.2303,H   2303 ,2,"The Queen's Boudoir; a musical annual for 1841 (-1843), edi",,1840,1842,,RC1,Probably out of Copyright,Standard Access,Music,,,3
g.442.b.(5.),g    442 b(      5 ),2,Leichte Paraphrasen u_ber Mendelssohn'sche Ma_nnercho_re...,"Ko_hler, Louis,",1874,0,,RC1,Probably out of Copyright,Standard Access,Music,6W197841P,,3
h.726.i.(12.),h    726 i(     12 ),2,Second Sonata for the piano forte from ... Op. 1.,"Kalkbrenner, Friedrich Wilhelm Michael,",1815,0,,RC1,Probably out of Copyright,Standard Access,Music,6W193668P,,3
R.M.20.h.4*,RM     20 h      4 *,3,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RCX,Unknown,Restricted,Music,,,3
R.M.20.h.1*,RM     20 h      1 *,2,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RCX,Unknown,Restricted,Music,,,3
H.193.l.,H    193 l,2,"The Maid of Artois, a grand Opera in 3 acts ... the word...","Balfe, M. W. (Michael William), 1808-1870.",1837,0,,RC1,Probably out of Copyright,Standard Access,Music,,,3
h.202.b.(1.),h    202 b(      1 ),2,A New edition of Twelve Solos for the Violin&Violoncello...,"Corelli, Arcangelo,",1811,0,,RC1,Probably out of Copyright,Standard Access,Music,,,3
h.202.b.(1.),h    202 b(      1 ),2,A New edition of Twelve Solos for the Violin&Violoncello...,"Corelli, Arcangelo,",1811,0,,RC1,Probably out of Copyright,Standard Access,Music,6W200371P,,3
h.726.s.(4.),h    726 s(      4 ),2,"Ondine, bluette, pour le piano ... Op. 7.","Favarger, René, 1815?-1868.",1853,0,-,RC1,Probably out of Copyright,Standard Access,Music,,,3
h.726.s.(4.),h    726 s(      4 ),2,"Ondine, bluette, pour le piano ... Op. 7.","Favarger, René, 1815?-1868.",1853,0,-,RC1,Probably out of Copyright,Standard Access,Music,11W37419P,,3
Hirsch III.286,HirschIII    286 ,2,"Six quatuors pour deux violons, alto et basse ... Oeuvre xx","Haydn, Joseph, 1732-1809",1782,0,-,RC1,Probably out of Copyright,Standard Access,Music,10W17244P,,3
Hirsch III.286,HirschIII    286 ,2,"Six quatuors pour deux violons, alto et basse ... Oeuvre xx","Haydn, Joseph, 1732-1809",1782,0,-,RC1,Probably out of Copyright,Standard Access,Music,11W36881P,,3
VOC/1920/DREW,VOC/   1920 /DREW,1,Who put the bones in the kipper.,"Drew, Harry.",1920,0,,RCX,Possibly out of Copyright,Restricted,Music,,,3
VOC/1920/ROCKWELL,VOC/   1920 /ROCKWELL,1,The Cat's predicament :,"Rockwell, Geo N.",1920,0,,RCX,Possibly out of Copyright,Restricted,Music,,,3
VOC/1920/THRAILE,VOC/   1920 /THRAILE,1,My little Metro-land home.,"Thraile, Henry.",1920,0,,RCX,Possibly out of Copyright,Restricted,Music,,,3
VOC/1921/BAER,VOC/   1921 /BAER,1,Hamadan,Teedy Baer,1921,0,,RCX,Possibly out of Copyright,Restricted,Music,,,3
h.223.(1.),h    223 (      1 ),2,"Select melodies, with variations for the Flute and Piano...","Nicholson, Charles,",1817,0,,RC1,Probably out of Copyright,Standard Access,Music,4W115437P,,3
h.223.(1.),h    223 (      1 ),2,"Select melodies, with variations for the Flute and Piano...","Nicholson, Charles,",1817,0,,RC1,Probably out of Copyright,Standard Access,Music,6W217837P,,3
h.2314.(11.),h   2314 (     11 ),2,Zwei Romanzen fu_r Horn (oder Violoncello) und Pianofort...,"Raff, Joachim,",1873,0,,RC1,Probably out of Copyright,Standard Access,Music,5W150019P,,3
h.2314.(11.),h   2314 (     11 ),2,Zwei Romanzen fu_r Horn (oder Violoncello) und Pianofort...,"Raff, Joachim,",1873,0,,RC1,Probably out of Copyright,Standard Access,Music,4W108423P,,3
h.725.f.(32.),h    725 f(     32 ),2,"The Evening Belle, Moscow chimes for the pianoforte by Lora","Loraine, Philip.",1856,0,-,RC1,Probably out of Copyright,Standard Access,Music,10W14233P,,3
h.725.f.(32.),h    725 f(     32 ),2,"The Evening Belle, Moscow chimes for the pianoforte by Lora","Loraine, Philip.",1856,0,-,RC1,Probably out of Copyright,Standard Access,Music,,,3
Hirsch III.74,HirschIII     74 ,2,Einige canonische Verænderungen u_ber das Weynachts-Lied...,"Bach, Johann Sebastian,",1748,0,,RC1,Probably out of Copyright,Standard Access,Music,,,3
Hirsch III.74,HirschIII     74 ,2,Einige canonische Verænderungen u_ber das Weynachts-Lied...,"Bach, Johann Sebastian,",1748,0,,RC1,Probably out of Copyright,Standard Access,Music,6W193494P,,3
G.222.(4.),G    222 (      4 ),2,The Songs and Symphony's in the Masque of Venus and Adonis,"Pepusch, John Christopher, 1667-1752.",1716,0,-,RC1,Probably out of Copyright,Standard Access,Music,11W35920P,Full,3
h.726.c.(4.),h    726 c(      4 ),2,Brilliant waltz as a duet for the pianoforte. Op. 46.,"Burgmu_ller, Friedrich,",1840,0,,RC1,Probably out of Copyright,Standard Access,Music,4W122631P,,3
g.217.,g    217 ,2,"Cinque quartetti originali per due violini, viola e viol...","Rossini, Gioacchino,",1826,0,,RC1,Probably out of Copyright,Standard Access,Music,13W82446P,,3
g.217.,g    217 ,2,"Cinque quartetti originali per due violini, viola e viol...","Rossini, Gioacchino, 1792-1868.",1826,0,,RC1,Probably out of Copyright,Standard Access,Music,,,3
H.193.l.,H    193 l,2,"The Maid of Artois, a grand Opera in 3 acts ... the word...","Balfe, M. W.",1837,0,,RC1,Probably out of Copyright,Standard Access,Music,,,3
H.2268.,H   2268 ,2,Oh! thou bright dream.,"Kalliwoda, Johann Wenzel, 1801-1866.",1850,0,-,RC1,Probably out of Copyright,Standard Access,Music,11W45830P,Full,3
Hirsch III.1034.,HirschIII   1034 ,2,"Oden und Lieder von Uz, Kleist, Hagedorn und andren mit ...","Reichardt, Johann Friedrich,",1782,0,,RC1,Probably out of Copyright,Standard Access,Music,6W198461P,,3
H.2245.(2.),H   2245 (      2 ),3,Porpora's elements of singing ... Edited by M. Harris.,"Porpora, Nicoli_ Antonio, 1686-1768.",1858,0,-,RC1,Probably out of Copyright,Standard Access,Music,11W36826P,Unknown,3
R.M.20.c.8*,RM     20 c      8 *,3,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RCX,Unknown,Restricted,Music,,,3
e.58.l.(1.),e     58 l(      1 ),2,Der Papst-Hymnus fu_r Harmonium oder Orgel.,"Liszt, Franz, 1811-1886.",1865,0,-,RC1,Probably out of Copyright,Standard Access,Music,10W14143P,,3
e.58.l.(1.),e     58 l(      1 ),2,Der Papst-Hymnus fu_r Harmonium oder Orgel.,"Liszt, Franz, 1811-1886.",1865,0,-,RC1,Probably out of Copyright,Standard Access,Music,11W33603P,,3
R.M.20.c.2*,RM     20 c      2 *,2,No Title Entered,No Author Entered,0,0,,RCX,Unknown,Restricted,Music,,,3
H.2245.(2.),H   2245 (      2 ),3,Porpora's elements of singing ... Edited by M. Harris.,"Porpora, Nicoli_ Antonio, 1686-1768.",1858,0,-,RC1,Probably out of Copyright,Standard Access,Music,11W36826P,Partial,3
H.2245.(2.),H   2245 (      2 ),3,Porpora's elements of singing ... Edited by M. Harris.,"Porpora, Nicoli_ Antonio, 1686-1768.",1858,0,-,RC1,Probably out of Copyright,Standard Access,Music,11W36826P,Full,3
h.79.(1.),h     79 (      1 ),2,"Trois Quatuors pour deux Violons, Alto et Violoncelle ... O","Massonneau, Louis, 1766-1848.",1795,0,-,RC1,Probably out of Copyright,Standard Access,Music,10W16343P,,3
H.821.,H    821 ,2,"A Series of Sacred Songs, Duetts and Trios, the words by Th","Stevenson, John, Sir, 1761-1833",1816,0,-,RC1,Probably out of Copyright,Standard Access,Music,09W11373P,Partial,3
R.M.20.b.8*,RM     20 b      8 *,2,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RCX,Unknown,Restricted,Music,,,3
Hirsch III.1034.,HirschIII   1034 ,2,"Oden und Lieder von Uz, Kleist, Hagedorn und andren mit ...","Reichardt, Johann Friedrich,",1782,0,,RC1,Probably out of Copyright,Standard Access,Music,4W117989P,,3
g.443.z.(13.),g    443 z(     13 ),2,"A Sonata, for the Piano Forte.<[Op. 1.] No. 1.>.","Kalkbrenner, Friedrich Wilhelm Michael,",1820,0,,RC1,Probably out of Copyright,Standard Access,Music,6W193668P,,3
g.443.o.(20.),g    443 o(     20 ),2,"Robin Adair, a favorite Irish melody, with variations for t","Kiallmark, George, 1781-1835.",1812,0,-,RC1,Probably out of Copyright,Standard Access,Music,12W64439P,,3
h.782.(6.),h    782 (      6 ),2,Six grands e_tudes artistiques de style et de me_canisme...,"Goria, A. (Alexandre), 1823-1860.",1854,0,,RC1,Probably out of Copyright,Standard Access,Music,,,3
H.2245.x.(1.),H   2245 x(      1 ),2,Gesang-Lehre ... 33stes Werk.,"Preindl, Joseph.",1810,0,,RC1,Probably out of Copyright,Standard Access,Music,09W07351P,,3
H.2245.x.(1.),H   2245 x(      1 ),2,Gesang-Lehre ... 33stes Werk.,"Preindl, Joseph.",1810,0,,RC1,Probably out of Copyright,Standard Access,Music,08W03044P,,3
Hirsch III.561.,HirschIII    561 ,2,"Notturno en quatuor pour le piano-forte, un violon, la quin","Vogler, Georg Joseph, 1749-1814.",1795,0,-,RC1,Probably out of Copyright,Standard Access,Music,10W14287P,,3
h.797.(6.),h    797 (      6 ),2,Impromptu pour le Piano Forte. Op. 52.,"Kullak, Theodor, 1818-1882.",1849,0,-,RC1,Probably out of Copyright,Standard Access,Music,10W16037P,,3
e.5.mm.(1.),e      5 mm(      1 ),2,Six sonatas for the harpsichord / composed by Henry Walsh .,"Walsh, Henry.",1768,0,-,RC1,Probably out of Copyright,Standard Access,Music,10W16741P,,3
e.5.mm.(1.),e      5 mm(      1 ),2,Six sonatas for the harpsichord / composed by Henry Walsh .,"Walsh, Henry.",1768,0,-,RC1,Probably out of Copyright,Standard Access,Music,09W12493P,,3
e.5.t.(8.),e      5 t(      8 ),2,Concert pour le piano forte avec accompagnement des plusieu,"Wilms, Johann Wilhelm, 1772-1847.",1800,0,-,RC1,Probably out of Copyright,Standard Access,Music,10W20231P,,3
e.17.a.(2.),e     17 a(      2 ),2,Ten Voluntaries for the Organ or Harpsicord ... Opera setti,"Stanley, John, 1712-1786.",1754,0,-,RC1,Probably out of Copyright,Standard Access,Music,11W43844P,,3
e.17.a.(2.),e     17 a(      2 ),2,Ten Voluntaries for the Organ or Harpsicord ... Opera setti,"Stanley, John, 1712-1786.",1754,0,-,RC1,Probably out of Copyright,Standard Access,Music,12W57614P,,3
h.79.(1.),h     79 (      1 ),2,"Trois Quatuors pour deux Violons, Alto et Violoncelle ... O","Massonneau, Louis, 1766-1848.",1795,0,-,RC1,Probably out of Copyright,Standard Access,Music,11W49316P,,3
