Shelfmark,NormalizedShelfmark,Request Count,Title,Author,Pub Year,Periodical Date,Vol,Read Cat,Copyright Status,Access,Collection,IMPS Order ID,Digitisation Status,Digitisation Priority
C.12.g.11.,C     12 G     11 ,1,The most excellent Historie of the Merchant of Venice. With,"Shakespeare, William, 1564-1616.",1600,0,,RRZ,Probably out of Copyright,Highly Restricted,Rare Books,,,5
C.21.a.49.,C     21 A     49 ,1,"Venus and Adonis. Vilia miretur vulgus, mihi flauus Apol...","Shakespeare, William,",1602,0,,RRZ,Probably out of Copyright,Highly Restricted,Rare Books,,,5
C.103.k.11.,C    103 K     11 ,1,"Collectanea: or, A collection of advertisements and paragra","LYSONS, Daniel, M.A., F.R.S.",1660,0,2,RRX,Probably out of Copyright,Restricted,Rare Books,,Partial,4
C.37.h.2.,C     37 H      2 ,1,"Actes and monuments of these latter and perillous dayes, to","Foxe, John, 1516-1587",1563,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Partial,4
C.40.d.16.,C     40 D     16 ,1,"Three proper, and wittie ... letters [the first signed, Imm","Spenser, Edmund, 1552?-1599.",1580,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Partial,4
IA.53247.,IA  53247 ,5,Carcel de amor.,"SAN PEDRO, Diego de.",1496,0,,RR1,Probably out of Copyright,Standard Access,Rare Books,4W107292P,Partial,4
C.103.k.11.,C    103 K     11 ,1,"Collectanea: or, A collection of advertisements and paragra","LYSONS, Daniel, M.A., F.R.S.",1660,0,2,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
C.40.m.9.(80.),C     40 M      9 (     80 ),1,"The Saint turn'd Sinner; or, the dissenting parson's text u",,1670,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Full,4
C.40.m.9.(41.),C     40 M      9 (     41 ),1,"[A Discovery to the Prayse of God, and joy of all true h...","O'Conner, William.",1641,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
C.40.m.10.(1.),C     40 M     10 (      1 ),1,"The Swimming Lady; or, a wanton discovery. [A ballad.]",,1670,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Partial,4
C.40.m.10.(170.),C     40 M     10 (    170 ),1,A pleasant dialogue betwixt two wanton ladies of pleasure [,"PENANCOE_T DE KE_ROUALLE, Louise Rene_e de, Duc",1685,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Full,4
IA.53247.,IA  53247 ,5,Carcel de amor.,"SAN PEDRO, Diego de.",1496,0,,RR1,Probably out of Copyright,Standard Access,Rare Books,4W107292P,Full,4
C.35.l.13.(1.),C     35 L     13 (      1 ),1,"The Holy Bible, conteyning the Old Testament, and the New:",,1611,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Partial,4
C.20.f.8.(7.).,C     20 F      8 (      7 ),1,Advice to Batchelors; or the married mans lamentation. [A s,,1685,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
C.23.e.3.,C     23 E      3 ,1,Acta Apostolorum elegantiss. monochromatis delineata. (T...,,1635,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
C.23.e.3.,C     23 E      3 ,1,Acta Apostolorum elegantiss. monochromatis delineata. (T...,,1635,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Partial,4
C.103.k.11.,C    103 K     11 ,1,"Collectanea: or, A collection of advertisements and paragra","LYSONS, Daniel, M.A., F.R.S.",1660,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Partial,4
C.21.b.35.,C     21 B     35 ,1,Divers voyages touching the discoverie of America and th...,"Hakluyt, Richard,",1582,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
C.20.f.10.,C     20 F     10 ,1,The Three Worthy Butchers of the North. [A ballad.] B.L.,"BURGES, Paul.",1678,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
C.20.f.9.,C     20 F      9 ,1,[The Three Worthy Butchers of the North. [A ballad.] B.L.],"BURGES, Paul.",1680,0,01-Feb,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
C.20.f.9.,C     20 F      9 ,1,[The Three Worthy Butchers of the North. [A ballad.] B.L.],"BURGES, Paul.",1680,1680,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
IA.53247.,IA  53247 ,5,Carcel de amor.,"SAN PEDRO, Diego de.",1496,0,,RR1,Probably out of Copyright,Standard Access,Rare Books,,Full,4
C.20.f.8.(524.),C     20 F      8 (    524 ),1,The woful Complaint and Lamentable Death of a Forsaken Love,,1690,1690,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
C.31.c.26.,C     31 C     26 ,1,A hundreth good pointes of husbandrie. [In verse.] B.L.,"TUSSER, Thomas.",1557,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
C.37.h.2.,C     37 H      2 ,1,"Actes and monuments of these latter and perillous dayes, to","Foxe, John, 1516-1587",1563,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
C.132.h.46.,C    132 H     46 ,1,"Biblia. The Bible, that is, the holy Scripture of the Ol...",,1535,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
E.288.(14.),E    288 (     14 ),1,"Begin. Madam, Although my former freedom, etc. [Four let...",,1645,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Partial,4
E.362.(28.),E    362 (     28 ),1,Englands Warning by Germanies Woe: or an historicall nar...,"SPANHEIM, Friedrich,",1646,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.325.(20.),E    325 (     20 ),1,A declaration of a strange and wonderfull monster born in K,,1646,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Partial,4
E.325.(20.),E    325 (     20 ),1,A declaration of a strange and wonderfull monster born in K,,1646,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
E.325.(20.),E    325 (     20 ),1,A declaration of a strange and wonderfull monster born in K,,1646,1648,,RRX,Probably out of Copyright,Restricted,Rare Books,,Partial,4
E.325.(20.),E    325 (     20 ),1,A declaration of a strange and wonderfull monster born in K,,1646,1648,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
E.251.(6.),E    251 (      6 ),1,"The Doome of Cowardisze and Treachery: or, a looking-glasse","PRYNNE, William.",1643,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.177.(8.),E    177 (      8 ),1,"A new play called Canterburie his change of Diot, ... pr...","Laud, William,",1641,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.153.(20.),E    153 (     20 ),1,The high and mightie Commendation of the Vertue of a pot of,"Randolph, Thomas,  1605-1635.",1642,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Partial,4
E.143.(14.),E    143 (     14 ),1,"A Discourse touching the drayning the great Fennes, lying w","VERMUI_DEN, Cornelius, Sir.",1642,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
E.142.(8.),E    142 (      8 ),1,"A Delicate, Dainty, Damnable Dialogue, between the Devill a","Taylor, John, 1580-1653.",1642,1642,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.134.(9.),E    134 (      9 ),1,The Dolefull Lamentation of Cheap-side Crosse: or old En...,,1641,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
E.131.(15.),E    131 (     15 ),1,A true relation of the late Hurliburly at Kingston upon Tha,"LUNSFORD, Thomas, Sir.",1642,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.126.(19.),E    126 (     19 ),1,Englands present distractions. Paralleld with those of Spai,"G., H.",1642,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.385.(22.),E    385 (     22 ),1,God's gracious thoughts towards great Sinners. [A sermon...,"HOMES, Nathaniel.",1647,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.389.(4.),E    389 (      4 ),1,Considerations tending to the happy accomplishment of Engla,"HARTLIB, Samuel.",1647,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Partial,4
E.409.(25.),E    409 (     25 ),1,"A Declaration of the Engagements, Remonstrances, Representa",Great Britain. Army.,1647,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.659.(18.),E    659 (     18 ),1,The Witch of Wapping: or an exact and perfect relation o...,"PETERSON, Joan.",1652,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Full,4
E.658.(6.),E    658 (      6 ),1,The Ranters Monster: being a true relation of one Mary Adam,"ADAMS, Mary.",1652,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.626[14],E    626 (     14 ),1,The speech and confession of Capt. Brown-Bushel,,1651,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.621.(7.),E    621 (      7 ),1,"The Joviall Crew, or, the Devill turn'd Ranter: being a cha","S., S., Gent.",1651,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
E.616.(9.),E    616 (      9 ),1,The Routing of the Ranters: being a full relation of their,,1650,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.583.(2.),E    583 (      2 ),1,"Prima, Media, & Ultima, the first, middle, and last things;","AMBROSE, Isaac.",1650,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.581.(5.),E    581 (      5 ),1,"A warning-peece from Heaven, against the sins of the tim...","Warren, Elizabeth,",1649,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.574.(3.),E    574 (      3 ),1,Two Great Fights in Ireland ... between the Marq: of Orm...,"Ormonde, James Butler,",1649,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.540.(17.),E    540 (     17 ),1,King Charls His Speech made upon the Scaffold at Whitehall-,"Charles I, King of England, 1600-1649.",1649,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
E.527.(7.),E    527 (      7 ),1,"Foureteene strange Prophecies: besides Mother Shiptons, and",,1648,1648,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.477.(15.),E    477 (     15 ),1,The King's Majesties Prophecie concerning the Army ... With,"Charles I, King of England, 1600-1649.",1648,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.438.(6.),E    438 (      6 ),1,A True Relation of the late great mutiny which was in the C,,1648,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.434.(11.),E    434 (     11 ),1,"The Declaration and Resolution of Col. J. Poyer, Governor o","POYER, John, Colonel.",1648,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
E.427.(5.),E    427 (      5 ),1,"A declaration to the kingdome of England, concerning the...","EGLISHAM, George.",1648,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
E.419.(5.),E    419 (      5 ),1,Mercurius Mercuriorum stultissimus. Written for the use ...,,1647,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.119.(15.),E    119 (     15 ),1,"The Fore-Runner of Revenge, being two Petitions: the one...","EGLISHAM, George.",1642,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
E.116.(49.),E    116 (     49 ),1,All the memorable&wonder strikinge Parlamentary mercies ...,England and Wales.,1642,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.115.(12.),E    115 (     12 ),1,"The Coppie of a Letter written to the Duke of Buckingham, c","Alured, Thomas.",1642,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
IA.53247.,IA  53247 ,5,Carcel de amor.,"SAN PEDRO, Diego de.",1496,0,,RR1,Probably out of Copyright,Standard Access,Rare Books,,Partial,4
IA.53247.,IA  53247 ,5,Carcel de amor.,"SAN PEDRO, Diego de.",1496,0,,RR1,Probably out of Copyright,Standard Access,Rare Books,5W161601P,Full,4
C.132.h.46.,C    132 H     46 ,1,"Biblia. The Bible, that is, the holy Scripture of the Ol...",,1535,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Partial,4
C.20.f.2.(1.),C     20 F      2 (      1 ),1,"A Trip to France; or, the ærial voyage. A new song. [On ...",France.,1785,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
C.121.g.8.(36),C    121 G      8 (     36 ),1,The Drapier's [i.e. Jonathan Swift's] Ballad. [By T. She...,,1724,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
C.116.i.4.(98.),C    116 I      4 (     98 ),1,"Proposals for engraving, and printing by subscription, a...","Fourdrinier, Paul,",1742,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
IA.53247.,IA  53247 ,5,Carcel de amor.,"SAN PEDRO, Diego de.",1496,0,,RR1,Probably out of Copyright,Standard Access,Rare Books,5W161601P,Partial,4
C.103.k.11.,C    103 K     11 ,1,"Collectanea: or, A collection of advertisements and paragra","LYSONS, Daniel, M.A., F.R.S.",1660,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
C.140.b.54.(2.),C    140 B     54 (      2 ),1,"Pretty Jane, or, the Viper of Kidbrook Lane.",,1870,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
C.140.e.1,C    140 E      1 ,1,The Young Englishman's Journal. Devoted to the youth of Eng,,1867,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.114.(14.),E    114 (     14 ),1,The Resolution of the Women of London to the Parliament:...,London.,1642,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.37.(20.),E     37 (     20 ),1,A Declaration published in the County of Devon by that gran,"CHUDLEIGH, George, Sir, Bart.",1644,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.21.(9),E     21 (      9 ),1,Alas Pore Parliament,,1644,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
E.17.(6),E     17 (      6 ),1,To Mr. Thomas Edwards,"Kiffin, William",1644,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
Davis555,DAVIS    555 ,1,Les amours,La Fontaine,1669,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
Davis541,DAVIS    541 ,1,LOffice de la semaine sainte,NO AUTHOR ENTERED,1748,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
Davis381,DAVIS    381 ,1,Opera omnia,Pontanus,1518,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
Davis375,DAVIS    375 ,1,Chroniques,NO AUTHOR ENTERED,1514,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
IA.53247.,IA  53247 ,5,Carcel de amor.,"SAN PEDRO, Diego de.",1496,0,,RR1,Probably out of Copyright,Standard Access,Rare Books,6W183247P,Partial,4
Davis 95.,DAVIS     95 ,1,Tychonis Brahe ... Astronomiæ instauratæ mechanica.,"Brahe, Tycho, 1546-1601.",1602,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Full,4
Davis 95.,DAVIS     95 ,1,Tychonis Brahe ... Astronomiæ instauratæ mechanica.,"Brahe, Tycho, 1546-1601.",1602,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
C.194.a.1277,C    194 A   1277 ,1,"The boke of hawkynge, and huntynge, and fysshynge.","Berners, Juliana,",1518,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
C.190.b.22.(1.),C    190 B     22 (      1 ),1,"Description of the House and Museum, on the North side o...","Soane, John,",1832,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
C.20.f.7.(280.),C     20 F      7 (    280 ),1,"The wofull complaint of a Loue-sicke Mayde, She was afrayde",,1635,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
C.14.c.13.,C     14 C     13 ,1,"Begin. [fol. 2 recto, after a leaf bearing a woodcut on the","Breydenbach, Bernhard von, d. 1497.",1486,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Partial,4
C.18.e.2.(33.),C     18 E      2 (     33 ),1,The confraternyte of seynt U. in seynt Laurence in the Jury,,1550,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
IA.27321.,IA  27321 ,5,Predica dellarte del Bene morire. [fol. 1 verso:] Predica .,"Savonarola, Girolamo, 1452-1498",1496,1496,,RR1,Probably out of Copyright,Standard Access,Rare Books,08W03761P,Partial,4
C.70.h.5.,C     70 H      5 ,5,"A Collection of Emblemes, ancient and modern: quickened wit","Wither, George, 1588-1667.",1635,1635,,RR1,Probably out of Copyright,Standard Access,Rare Books,12W55778P,Partial,4
C.70.h.5.,C     70 H      5 ,5,"A Collection of Emblemes, ancient and modern: quickened wit","Wither, George, 1588-1667.",1635,1635,,RR1,Probably out of Copyright,Standard Access,Rare Books,12W55778P,Full,4
C.70.h.5.,C     70 H      5 ,5,"A Collection of Emblemes, ancient and modern: quickened wit","Wither, George, 1588-1667.",1635,1635,,RR1,Probably out of Copyright,Standard Access,Rare Books,12W55778P,Unknown,4
C.70.h.5.,C     70 H      5 ,5,"A Collection of Emblemes, ancient and modern: quickened wit","Wither, George, 1588-1667.",1635,1635,,RR1,Probably out of Copyright,Standard Access,Rare Books,12W51537P,Partial,4
C.70.h.5.,C     70 H      5 ,5,"A Collection of Emblemes, ancient and modern: quickened wit","Wither, George, 1588-1667.",1635,1635,,RR1,Probably out of Copyright,Standard Access,Rare Books,12W51537P,Full,4
C.70.h.5.,C     70 H      5 ,5,"A Collection of Emblemes, ancient and modern: quickened wit","Wither, George, 1588-1667.",1635,1635,,RR1,Probably out of Copyright,Standard Access,Rare Books,12W51537P,Unknown,4
IA.27321.,IA  27321 ,5,Predica dellarte del Bene morire. [fol. 1 verso:] Predica .,"Savonarola, Girolamo, 1452-1498",1496,1496,,RR1,Probably out of Copyright,Standard Access,Rare Books,11W29823P,Partial,4
IA.27321.,IA  27321 ,5,Predica dellarte del Bene morire. [fol. 1 verso:] Predica .,"Savonarola, Girolamo, 1452-1498",1496,1496,,RR1,Probably out of Copyright,Standard Access,Rare Books,08W05917P,Partial,4
IA.27321.,IA  27321 ,5,Predica dellarte del Bene morire. [fol. 1 verso:] Predica .,"Savonarola, Girolamo, 1452-1498",1496,1496,,RR1,Probably out of Copyright,Standard Access,Rare Books,10W16259P,Partial,4
C.70.h.5.,C     70 H      5 ,5,"A Collection of Emblemes, ancient and modern: quickened wit","Wither, George, 1588-1667.",1635,1635,,RR1,Probably out of Copyright,Standard Access,Rare Books,09W10398P,Partial,4
C.70.h.5.,C     70 H      5 ,5,"A Collection of Emblemes, ancient and modern: quickened wit","Wither, George, 1588-1667.",1635,1635,,RR1,Probably out of Copyright,Standard Access,Rare Books,10W15081P,Full,4
C.70.h.5.,C     70 H      5 ,5,"A Collection of Emblemes, ancient and modern: quickened wit","Wither, George, 1588-1667.",1635,1635,,RR1,Probably out of Copyright,Standard Access,Rare Books,10W15081P,Partial,4
C.70.h.5.,C     70 H      5 ,5,"A Collection of Emblemes, ancient and modern: quickened wit","Wither, George, 1588-1667.",1635,1635,,RR1,Probably out of Copyright,Standard Access,Rare Books,10W15081P,Unknown,4
458.g.1.,    458 G      1 ,4,"Osteographia, or the Anatomy of the bones.","CHESELDEN, William.",1733,0,,RR1,Probably out of Copyright,Standard Access,Rare Books,,Partial,4
C.70.h.5.,C     70 H      5 ,5,"A Collection of Emblemes, ancient and modern: quickened wit","Wither, George, 1588-1667.",1635,1635,,RR1,Probably out of Copyright,Standard Access,Rare Books,10W18964P,Partial,4
C.70.h.5.,C     70 H      5 ,5,"A Collection of Emblemes, ancient and modern: quickened wit","Wither, George, 1588-1667.",1635,1635,,RR1,Probably out of Copyright,Standard Access,Rare Books,09W10398P,Full,4
C.70.h.5.,C     70 H      5 ,5,"A Collection of Emblemes, ancient and modern: quickened wit","Wither, George, 1588-1667.",1635,1635,,RR1,Probably out of Copyright,Standard Access,Rare Books,09W10398P,Unknown,4
C.70.h.5.,C     70 H      5 ,5,"A Collection of Emblemes, ancient and modern: quickened wit","Wither, George, 1588-1667.",1635,1635,,RR1,Probably out of Copyright,Standard Access,Rare Books,10W18964P,Full,4
C.70.h.5.,C     70 H      5 ,5,"A Collection of Emblemes, ancient and modern: quickened wit","Wither, George, 1588-1667.",1635,1635,,RR1,Probably out of Copyright,Standard Access,Rare Books,10W18964P,Unknown,4
C.79.d.7.,C     79 D      7 ,4,[Utriusque Cosmi majoris scilicet et minoris metaphysica at,"Fludd, Robert, 1574-1637.",1617,1617,,RR1,Probably out of Copyright,Standard Access,Rare Books,10W19841P,Unknown,4
C.17.b.10/60.,C     17 B     10 /     60 ,1,"The Maid's Delight: or, divers pleasant Love-Songs, full of",,1670,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
C.10.b.16.,C     10 B     16 ,1,[The Ordinale or Pica Sarum revised by Clement Maideston.],,1487,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Partial,4
BURNEY 615B,BURNEY    615 B,1,Public Advertiser,,1774,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
BURNEY 402B,BURNEY    402 B,1,DAILY POST,,1745,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
BURNEY 329B,BURNEY    329 B,1,Country Journal or the Craftsman,,1738,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
BURNEY 186B,BURNEY    186 B,1,The Weekly Journal or British Gazetteer,,1718,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
Burney149B,BURNEY    149 B,1,Daily Courant,NO AUTHOR ENTERED,1710,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
Burney.11.a.(20.),BURNEY     11 A(     20 ),1,[Master Grimston's Argument concerning Bishops: with Mr....,"GRIMSTON, Harbottle,",1641,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
B.J.5.(195.),BJ      5 (    195 ),1,A Proclamation commanding all his Majesties Subjects and...,England.,1643,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
B.J.5.(181.),BJ      5 (    181 ),1,"Die Sabbathi, 2 Maii, 1646. Ordered by the Lords and Com...",England and Wales.,1646,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
843.k.13.,    843 K     13 ,1,Evangelistarium M. Maruli Spalatensis viri disseritssimi...,"Marulic_, Marko,",1529,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
841.c.21.,    841 C     21 ,1,The Empress of Morocco. A tragedy [in five acts and in v...,"Settle, Elkanah,",1673,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Partial,4
821.i.9.(20.),    821 I      9 (     20 ),1,"A Catalogue of Books in Quires, the intire Stock of Mr. ...","BLAGRAVE, Obadiah.",1691,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
816.m.9.(26.),    816 M      9 (     26 ),1,London's loud cryes to the Lord by prayer: made by a Rev...,London.,1665,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
C.10.b.3.,C     10 B      3 ,1,Begin. [fol. 2 recto:] For asmoche as late ... I translated,,1477,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
C.11.b.1.,C     11 B      1 ,1,Begin. [fol. 1 recto:] Here begynneth a shorte _ a breue,,1497,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,,4
C.17.b.8.,C     17 B      8 ,1,The Bible and Holy Scriptures conteyned in the Olde and New,,1560,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Partial,4
C.17.b.8.,C     17 B      8 ,1,The Bible and Holy Scriptures conteyned in the Olde and New,,1560,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Unknown,4
C.14.c.13.,C     14 C     13 ,1,"Begin. [fol. 2 recto, after a leaf bearing a woodcut on the","Breydenbach, Bernhard von, d. 1497.",1486,0,,RRX,Probably out of Copyright,Restricted,Rare Books,,Full,4
