Shelfmark,NormalizedShelfmark,Request Count,Title,Author,Pub Year,Periodical Date,Vol,Read Cat,Copyright Status,Access,Collection,IMPS Order ID,Digitisation Status,Digitisation Priority
Maps * 4900.(6.),MAPS*   4900 (      6 ),2,Actual Survey of the County of Salop. By J. Rocque. Cart...,,1752,0,,RM1,Probably out of Copyright,Standard Access,Maps,4W126066P,Partial,3
Maps 27.c.38.,MAPS     27 C     38 ,2,"A Survey of the Lakes of Cumberland, Westmorland, and Lanca","CLARKE, James, Land Surveyor.",1787,0,-,RM1,Probably out of Copyright,Standard Access,Maps,10W25911P,Partial,3
Maps 27.c.38.,MAPS     27 C     38 ,2,"A Survey of the Lakes of Cumberland, Westmorland, and Lanca","CLARKE, James, Land Surveyor.",1787,0,-,RM1,Probably out of Copyright,Standard Access,Maps,10W19265P,Partial,3
Maps SEC.5.(1243.),MAPSSEC      5 (   1243 ),2,"Beirout, the Antient Berytus, Tripoli ... by H.A. Ormsby...",,1839,0,,RM1,Probably out of Copyright,Standard Access,Maps,6W197744P,,3
Maps * 155.(2.),MAPS*    155 (      2 ),2,"Antiquae Urbis perfecta imago accuratissime delineata, juxt",,1582,0,-,RM1,Probably out of Copyright,Standard Access,Maps,11W38581P,Unknown,3
Maps * 155.(2.),MAPS*    155 (      2 ),2,"Antiquae Urbis perfecta imago accuratissime delineata, juxt",,1582,0,-,RM1,Probably out of Copyright,Standard Access,Maps,12W49527P,Unknown,3
Maps SEC.11.(54.),MAPSSEC     11 (     54 ),2,Africa. East Coast. Entrance to Dar-es-Salaam By Comr. R...,,1868,0,,RM1,Probably out of Copyright,Standard Access,Maps,6W186910P,,3
Maps SEC.11.(54.),MAPSSEC     11 (     54 ),2,Africa. East Coast. Entrance to Dar-es-Salaam By Comr. R...,,1868,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 92505.(7.),MAPS  92505 (      7 ),2,Plan of the Military Settlements in the Upper Waikato Di...,,1870,0,,RM1,Probably out of Copyright,Standard Access,Maps,5W158238P,,3
Maps 3479.(124.),MAPS   3479 (    124 ),2,Map of the Country twelve miles round London. Engraved by W,,1822,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 32.b.3.,MAPS     32 B      3 ,2,"An Atlas of the Southern Part of India, including Plans ...",,1854,0,,RM1,Probably out of Copyright,Standard Access,Maps,4W124429P,Partial,3
Maps * 3485.(88.),MAPS*   3485 (     88 ),2,Bowles's New Pocket Plan of London and Westminster with the,,1792,0,-,RM1,Probably out of Copyright,Standard Access,Maps,11W34225P,Partial,3
Maps O.S.T.(24.),MAPSOST(     24 ),2,[Ordnance Plan of the City of Canterbury] Scale 1 : 500 or,,1874,0,-,RM1,Probably out of Copyright,Standard Access,Maps,10W16457P,Partial,3
Maps O.S.T.(60-76.),MAPSOST(     60 -     76 ),2,[Ordnance Survey of London. Skeleton. 5 feet to a mile],,1848,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps * 3485.(88.),MAPS*   3485 (     88 ),2,Bowles's New Pocket Plan of London and Westminster with the,,1792,0,-,RM1,Probably out of Copyright,Standard Access,Maps,11W34225P,Unknown,3
Maps * 3485.(88.),MAPS*   3485 (     88 ),2,Bowles's New Pocket Plan of London and Westminster with the,,1792,0,-,RM1,Probably out of Copyright,Standard Access,Maps,11W36533P,Partial,3
Maps * 3485.(88.),MAPS*   3485 (     88 ),2,Bowles's New Pocket Plan of London and Westminster with the,,1792,0,-,RM1,Probably out of Copyright,Standard Access,Maps,11W36533P,Unknown,3
Maps 33.e.24.,MAPS     33 E     24 ,2,"[Plan of the Cities of London and Westminster, the Borou...",,1819,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 32.b.3.,MAPS     32 B      3 ,2,"An Atlas of the Southern Part of India, including Plans ...",,1854,0,,RM1,Probably out of Copyright,Standard Access,Maps,6W182723P,Partial,3
Maps 92505.(7.),MAPS  92505 (      7 ),2,Plan of the Military Settlements in the Upper Waikato Di...,,1870,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps * 23495.(2.),MAPS*  23495 (      2 ),2,Hanc longe_ pretiosissimae Liburnicae delineationem ... of,,1710,0,-,RM1,Probably out of Copyright,Standard Access,Maps,,Partial,3
Maps 10.c.43.,MAPS     10 C     43 ,2,Plan of the Town and County of Newcastle upon Tyne and t...,,1831,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 16.c.17.,MAPS     16 C     17 ,2,Select Views of London and its Environs ... (Drawn by J....,,1804,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps SEC.13.(1696.),MAPSSEC     13 (   1696 ),2,Hong Kong ... as seen from the anchorage. Drawn by Lieut...,,1847,0,,RM1,Probably out of Copyright,Standard Access,Maps,6W188383P,Unknown,3
Maps SEC.13.(1696.),MAPSSEC     13 (   1696 ),2,Hong Kong ... as seen from the anchorage. Drawn by Lieut...,,1847,0,,RM1,Probably out of Copyright,Standard Access,Maps,6W188383P,Partial,3
Maps 81110.(7.),MAPS  81110 (      7 ),2,"Geografia e_ Historia de Puerto Rico (Cuadro sino_ptico,",,1875,0,-,RM1,Probably out of Copyright,Standard Access,Maps,10W14685P,Partial,3
MAPS * 23805.(8.),MAPS*  23805 (      8 ),2,"Nova Urbis Romae Descriptio ... [By] Stephanus du Perac, et",,1577,0,-,RM1,Probably out of Copyright,Standard Access,Maps,11W47671P,Partial,3
Maps 11.b.22.,MAPS     11 B     22 ,3,Bangalore and its neighbourhood. Surveyed ... by the Mad...,,1873,0,,RM1,Probably out of Copyright,Standard Access,Maps,6W180146P,Full,3
Maps 11.b.22.,MAPS     11 B     22 ,3,Bangalore and its neighbourhood. Surveyed ... by the Mad...,,1873,0,,RM1,Probably out of Copyright,Standard Access,Maps,6W173602P,Full,3
Maps 11.b.22.,MAPS     11 B     22 ,3,Bangalore and its neighbourhood. Surveyed ... by the Mad...,,1873,0,,RM1,Probably out of Copyright,Standard Access,Maps,5W164054P,Full,3
MAPS * 23805.(8.),MAPS*  23805 (      8 ),2,"Nova Urbis Romae Descriptio ... [By] Stephanus du Perac, et",,1577,0,-,RM1,Probably out of Copyright,Standard Access,Maps,11W47671P,Full,3
Maps SEC.13.(1696.),MAPSSEC     13 (   1696 ),2,Hong Kong ... as seen from the anchorage. Drawn by Lieut...,,1847,0,,RM1,Probably out of Copyright,Standard Access,Maps,6W197714P,Partial,3
Maps SEC.13.(1696.),MAPSSEC     13 (   1696 ),2,Hong Kong ... as seen from the anchorage. Drawn by Lieut...,,1847,0,,RM1,Probably out of Copyright,Standard Access,Maps,6W197714P,Unknown,3
Maps 81110.(7.),MAPS  81110 (      7 ),2,"Geografia e_ Historia de Puerto Rico (Cuadro sino_ptico,",,1875,0,-,RM1,Probably out of Copyright,Standard Access,Maps,10W14685P,Full,3
Maps * 23805.(2.),MAPS*  23805 (      2 ),2,Disegno nuovo di Roma Moderna con le sue strade siti et ...,,1624,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps * 23805.(2.),MAPS*  23805 (      2 ),2,Disegno nuovo di Roma Moderna con le sue strade siti et ...,,1624,0,,RM1,Probably out of Copyright,Standard Access,Maps,4W125090P,,3
Maps 11580.(4.),MAPS  11580 (      4 ),2,A Map of the County of Donegal. Drawn from actual survey. B,,1801,0,-,RM1,Probably out of Copyright,Standard Access,Maps,09W09978P,Partial,3
Maps 11810.(9.),MAPS  11810 (      9 ),2,"City of Dublin. Surveyed by T. Campbell, under the directio",,1811,0,-,RM1,Probably out of Copyright,Standard Access,Maps,12W67262P,Full,3
MAPS * 23805.(8.),MAPS*  23805 (      8 ),2,"Nova Urbis Romae Descriptio ... [By] Stephanus du Perac, et",,1577,0,-,RM1,Probably out of Copyright,Standard Access,Maps,10W14783P,Partial,3
Maps 81110.(7.),MAPS  81110 (      7 ),2,"Geografia e_ Historia de Puerto Rico (Cuadro sino_ptico,",,1875,0,-,RM1,Probably out of Copyright,Standard Access,Maps,09W11736P,Partial,3
MAPS * 23805.(8.),MAPS*  23805 (      8 ),2,"Nova Urbis Romae Descriptio ... [By] Stephanus du Perac, et",,1577,0,-,RM1,Probably out of Copyright,Standard Access,Maps,10W14783P,Full,3
MAPS * 23805.(8.),MAPS*  23805 (      8 ),2,"Nova Urbis Romae Descriptio ... [By] Stephanus du Perac, et",,1577,0,-,RM1,Probably out of Copyright,Standard Access,Maps,10W14783P,Unknown,3
Maps 81110.(7.),MAPS  81110 (      7 ),2,"Geografia e_ Historia de Puerto Rico (Cuadro sino_ptico,",,1875,0,-,RM1,Probably out of Copyright,Standard Access,Maps,09W11736P,Full,3
Maps 6.TAB.3.,MAPS      6 TAB      3 ,2,[Drawn Plans of various places in Italy].,,1644,0,,RM1,Probably out of Copyright,Standard Access,Maps,,Partial,3
Maps 6.aa.42.,MAPS      6 AA     42 ,2,"Wallis's New Railway Game, or Tour through England and W...",,1830,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps Crace.,MAPSCRACE,2,"[Collection of maps of London, Westminster and Southwark].",,1560,1838,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps Crace.,MAPSCRACE,2,"[Collection of maps of London, Westminster and Southwark].",,1560,1850,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 6.TAB.3,MAPS      6 TAB      3 ,3,A collection of about one hundred maps and plans of places,,1644,0,-,RM1,Probably out of Copyright,Standard Access,Maps,11W44474P,Partial,3
Maps 6.TAB.3,MAPS      6 TAB      3 ,3,A collection of about one hundred maps and plans of places,,1644,0,-,RM1,Probably out of Copyright,Standard Access,Maps,12W63828P,Partial,3
Maps 6.TAB.3,MAPS      6 TAB      3 ,3,A collection of about one hundred maps and plans of places,,1644,0,-,RM1,Probably out of Copyright,Standard Access,Maps,12W52609P,Partial,3
Maps * 3230.(1.),MAPS*   3230 (      1 ),2,"A Map and Plan of the Town of Preston, with the Batterie...",,1715,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 6.TAB.3.,MAPS      6 TAB      3 ,2,[Drawn Plans of various places in Italy].,,1644,0,,RM1,Probably out of Copyright,Standard Access,Maps,6W192849P,Partial,3
Maps CC.2.c.7.,MAPSCC      2 C      7 ,2,Grundriss der Kayserlich=Ko?nigl[ich]en Residenz=Stadt W...,"Nagel, Joseph.",1780,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 150.d.9.,MAPS    150 D      9 ,2,"Ireland. Plans of the Barracks,&c., Dublin Division excl...",Great Britain.,1866,0,,RM1,Probably out of Copyright,Standard Access,Maps,4W102995P,Unknown,3
Maps 150.d.9.,MAPS    150 D      9 ,2,"Ireland. Plans of the Barracks,&c., Dublin Division excl...",Great Britain.,1866,0,,RM1,Probably out of Copyright,Standard Access,Maps,6W170491P,Unknown,3
Maps 61695.(1.),MAPS  61695 (      1 ),2,Skeleton and Key Plan of the English and part of the Americ,,1865,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 48940.(2.),MAPS  48940 (      2 ),2,"Plan of the Town&Harbour of Beirout, ancient Berytus.",,1840,0,,RM1,Probably out of Copyright,Standard Access,Maps,6W197744P,,3
Maps 149.e.34.,MAPS    149 E     34 ,2,A Pilot for the Greenland Whale Fishery. Containing the ...,,1802,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 149.e.34.,MAPS    149 E     34 ,2,A Pilot for the Greenland Whale Fishery. Containing the ...,,1802,0,,RM1,Probably out of Copyright,Standard Access,Maps,15R00869S,,3
Maps 6.aa.42.,MAPS      6 AA     42 ,2,"Wallis's New Railway Game, or Tour through England and W...",,1830,0,,RM1,Probably out of Copyright,Standard Access,Maps,14R00414S,,3
Maps 58765.(26.),MAPS  58765 (     26 ),6,"Burma. 1 : 25,000. HIND 601. Reproduced by Survey Dte., Mai",,1944,1944,,RM1,Probably in Copyright,Standard Access,Maps,,,3
Maps 196.b.21.,MAPS    196 B     21 ,2,[An atlas of England and Wales / by Christopher Saxton].,"Saxton, Christopher.",1579,0,-,RM1,Probably out of Copyright,Standard Access,Maps,10W17310P,,3
Maps CC.5.a.339.,MAPSCC      5 A    339 ,2,The coast of France and Spain from San Sebastian to the ...,"Luffman, John.",1814,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 53721.(2.),MAPS  53721 (      2 ),2,Map of the town and station of Cuttack. Surveyed by Lieu...,,1849,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 3.c.17.,MAPS      3 C     17 ,2,"Plan of Lucknow, illustrating operations under General S...",,1858,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 3.c.17.,MAPS      3 C     17 ,2,"Plan of Lucknow, illustrating operations under General S...",,1858,0,,RM1,Probably out of Copyright,Standard Access,Maps,12W66635P,,3
Maps 3.c.21.,MAPS      3 C     21 ,2,"Plan of Calcutta, from actual survey in the year 1847-1849,",,1858,0,-,RM1,Probably out of Copyright,Standard Access,Maps,12W66635P,,3
Maps 3.c.21.,MAPS      3 C     21 ,2,"Plan of Calcutta, from actual survey in the year 1847-1849,",,1858,0,-,RM1,Probably out of Copyright,Standard Access,Maps,09W10974P,,3
Maps 3.c.21.,MAPS      3 C     21 ,2,"Plan of Calcutta, from actual survey in the year 1847-18...",,1858,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 53725.(5.),MAPS  53725 (      5 ),2,"Plan of Calcutta, shewing the latest improvements as exi...",,1854,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 53725.(12.),MAPS  53725 (     12 ),2,Plan of Calcutta shewing the latest improvements as exis...,,1854,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 54570.(4.),MAPS  54570 (      4 ),2,"Plan of the town and suburbs of Madras, defining the lim...",,1862,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 54570.(5.),MAPS  54570 (      5 ),2,"The Illustrated Map of Madras and its suburbs ... Scale,...",,1866,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 54570.(5.),MAPS  54570 (      5 ),2,"The Illustrated Map of Madras and its suburbs ... Scale,...",,1866,0,,RM1,Probably out of Copyright,Standard Access,Maps,12W66635P,,3
Maps 55455.(3.),MAPS  55455 (      3 ),2,The Fort&Cantonment of Delhi. Scale 1/4 of a mile = 1 inch.,,1857,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 55455.(9.),MAPS  55455 (      9 ),2,The Fort and Cantonment of Delhi.,,1857,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 55455.(11.),MAPS  55455 (     11 ),2,"Cantonment and City, etc. of Delhi, showing the British ...",,1857,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps * 3230.(1.),MAPS*   3230 (      1 ),2,"A Map and Plan of the Town of Preston, with the Batterie...",,1715,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,17R01512S,,3
Maps 242.a.29.,MAPS    242 A     29 ,2,"[Map of the parish of Smallburgh, Norfolk]. / I. Darby.","Darby, John fl. 1582-94.",1582,0,-,RM1,Probably out of Copyright,Standard Access,Maps,10W14638P,,3
Maps Crace Port.11 65.,MAPSCRACEPORT     11      65 ,2,"[A drawn Plan of the Palace at Whitehall, taken about 1680.",,1680,0,-,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 147.e.19.,MAPS    147 E     19 ,2,"A Survey of the Sea Face of the Soondurbuns, executed un...",,1842,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps Crace Port.2 61.,MAPSCRACEPORT      2      61 ,2,"London Survey'd: or, an Explanation of the ... Map, etc.",,1677,0,-,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps Crace Port.2 61.,MAPSCRACEPORT      2      61 ,2,"London Survey'd: or, an Explanation of the ... Map, etc.",,1677,0,-,RM1,Probably out of Copyright,Standard Access,Maps,10W27266P,,3
Maps 148.d.3.,MAPS    148 D      3 ,2,"[Le Neptune Franc_ois, ou Atlas nouveau des cartes marines",,1693,0,,RM1,Probably out of Copyright,Standard Access,Maps,09W07207P,,3
Maps 148.d.3.,MAPS    148 D      3 ,2,"[Le Neptune Franc_ois, ou Atlas nouveau des cartes marines",,1693,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,3
Maps 242.a.29.,MAPS    242 A     29 ,2,"[Map of the parish of Smallburgh, Norfolk]. / I. Darby.","Darby, John fl. 1582-94.",1582,0,-,RM1,Probably out of Copyright,Standard Access,Maps,11W33996P,,3
Maps Crace Port.11 65.,MAPSCRACEPORT     11      65 ,2,"[A drawn Plan of the Palace at Whitehall, taken about 1680.",,1680,0,-,RM1,Probably out of Copyright,Standard Access,Maps,11W35928P,,3
Maps * 10945.(5.),MAPS*  10945 (      5 ),1,[The Province of Leinster Surveyed by Sr William Petty. ...,,1730,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps * 14485.(20.),MAPS*  14485 (     20 ),1,Amoenissimi aliquot Locorum in diversis Provinciis jace_ti,,1710,1710,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps * 16115.(5.),MAPS*  16115 (      5 ),1,Plan de la Paroisse Royale de St. Germain l'Auxerrois. D...,,1739,0,,RM1,Probably out of Copyright,Standard Access,Maps,4W108064P,,2
Maps * 16110.(147.),MAPS*  16110 (    147 ),1,La nobilissima et grande citta_ di Pariggi ... D. Rascic...,,1575,0,,RM1,Probably out of Copyright,Standard Access,Maps,6W213742P,,2
Maps * 16110.(33.),MAPS*  16110 (     33 ),1,[Plan de la Ville et Faubourg de Paris avec tous ses acc...,,1792,0,,RM1,Probably out of Copyright,Standard Access,Maps,,Partial,2
Maps * 15375.(13.),MAPS*  15375 (     13 ),1,Plan of the Coast of Belle Isle from Rocher Batterie to ...,,1761,0,,RM1,Probably out of Copyright,Standard Access,Maps,5W133653P,,2
Maps * 14963.(2.),MAPS*  14963 (      2 ),1,Plan of the Town and Citadel of Bayonne. British fathoms...,,1750,0,,RM1,Probably out of Copyright,Standard Access,Maps,5W163337P,,2
