Shelfmark,NormalizedShelfmark,Request Count,Title,Author,Pub Year,Periodical Date,Vol,Read Cat,Copyright Status,Access,Collection,IMPS Order ID,Digitisation Status,Digitisation Priority
Cotton MS Galba E vi,COTTONMSGALBAEVI,2,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,4
Cotton ms nero B III,COTTONMSNEROBIII,2,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,Partial,4
Add MS 88918/129/7,ADDMS  88918 /    129 /      7 ,2,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,4
Add MS 36928,ADDMS  36928 ,2,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,4
Add MS 15350,ADDMS  15350 ,7,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,Partial,4
Add MS 51044,ADDMS  51044 ,3,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,Partial,4
Add MS 47864,ADDMS  47864 ,2,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,4
Add MS 88918/129/8,ADDMS  88918 /    129 /      8 ,2,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,4
Add MS 43721,ADDMS  43721 ,2,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,Partial,4
Add MS 51046,ADDMS  51046 ,3,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,4
Add MS 88918/129/14,ADDMS  88918 /    129 /     14 ,3,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,4
Add MS 88918/129/9,ADDMS  88918 /    129 /      9 ,2,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,4
Cotton MS Tiberius B IV,COTTONMSTIBERIUSBIV,2,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,Partial,4
MSS/Additional/78684,MSS/ADDITIONAL/  78684 ,8,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W19059P,,4
Add MS 51045,ADDMS  51045 ,3,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,4
MSS/Additional/78684,MSS/ADDITIONAL/  78684 ,8,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W31969P,,4
MSS/Additional/78684,MSS/ADDITIONAL/  78684 ,8,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W24204P,,4
Add MS 57472,ADDMS  57472 ,6,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,4
Cotton ms Tiberius A x,COTTONMSTIBERIUSAX,2,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,   ,ZSF,Unknown,Highly Restricted,Western MSS,,,4
MSS/Additional/78684,MSS/ADDITIONAL/  78684 ,8,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W35290P,,4
Add MS 17277,ADDMS  17277 ,2,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,4
Add MS 15500,ADDMS  15500 ,2,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,4
Add MS 88918/129/2 ,ADDMS  88918 /    129 /      2 ,2,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,Full,4
Add MS 9345,ADDMS   9345 ,3,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,4
Add MS 88918/129/4,ADDMS  88918 /    129 /      4 ,3,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,4
Add MS 88918/129/13,ADDMS  88918 /    129 /     13 ,2,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,4
MSS/Additional/78684,MSS/ADDITIONAL/  78684 ,8,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W10819P,,4
Cotton MS Vespasian D VIII,COTTONMSVESPASI AND VIII,3,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,4
Add MS 54782,ADDMS  54782 ,2,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,Partial,4
Add MS 27888,ADDMS  27888 ,2,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,4
egerton ms 3763,EGERTONMS   3763 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
Royal MS 13 D IX,ROYALMS     13 DIX,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
cotton ms nero D II,COTTONMSNERODII,5,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
Egerton MS 2610,EGERTONMS   2610 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
Add Ms 34888,ADDMS  34888 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
burney ms 95,BURNEYMS     95 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,Partial,3
Harley MS 107,HARLEYMS    107 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
Sloane MS 1621,SLOANEMS   1621 ,5,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
Add MS 38730,ADDMS  38730 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,Partial,3
Seal XLIV.59,SEALXLIV     59 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
Cotton MS Nero D.VII,COTTONMSNERODVII,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,   ,SEL,Unknown,Special Access,Western MSS,,Partial,3
royal ms 20 c vii,ROYALMS     20 CVII,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
ROYAL MS 20 C V,ROYALMS     20 CV,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
add ms 36485,ADDMS  36485 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
cotton ms nero d vi,COTTONMSNERODVI,5,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
royal  ms 20 d vi,ROYALMS     20 DVI,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
MSS/Additional/17737,MSS/ADDITIONAL/  17737 ,7,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,3
MSS/Additional/17737,MSS/ADDITIONAL/  17737 ,7,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W23792P,,3
MSS/Additional/17737,MSS/ADDITIONAL/  17737 ,7,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W64858P,,3
add ms 38116,ADDMS  38116 ,5,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
add ms 37790,ADDMS  37790 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,Full,3
Egerton MS 2020,EGERTONMS   2020 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,   ,ZSF,Unknown,Highly Restricted,Western MSS,,,3
add ms 47672,ADDMS  47672 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
add ms 54570,ADDMS  54570 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
Zweig MS 167,ZWEIGMS    167 ,5,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
cotton ms tiberius A vii,COTTONMSTIBERIUSAVII,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
cotton ms tiberius a xiii,COTTONMSTIBERIUSAXIII,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
arundel ms 91,ARUNDELMS     91 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
Add MS 11432,ADDMS  11432 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,   ,SEL,Unknown,Special Access,Western MSS,,,3
Yates Thompson MS 49,YATESTHOMPSONMS     49 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
add ms 50003,ADDMS  50003 ,5,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,Full,3
add ms 50003,ADDMS  50003 ,5,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,Partial,3
egerton ms 613,EGERTONMS    613 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
yates Thompson ms 32,YATESTHOMPSONMS     32 ,5,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,Partial,3
add MS 5674,ADDMS   5674 ,6,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,MSS,Unknown,Standard Access,Western MSS,,,3
Sloane MS 2593,SLOANEMS   2593 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
add ms 78342,ADDMS  78342 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
Cotton MS Titus D xxvii ,COTTONMSTITUSDXXVII,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
Cotton MS Titus D XVI,COTTONMSTITUSDXVI,5,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
cotton ms titus D XVIII,COTTONMSTITUSDXVIII,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
ADD MS 88980 A,ADDMS  88980 A,5,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,Unknown,3
Add MS 70725,ADDMS  70725 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
Add MS 70726,ADDMS  70726 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
cotton ms vespasian D XIV,COTTONMSVESPASI AND XIV,5,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
YATES THOMPSON MS 8 ,YATESTHOMPSONMS      8 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,Partial,3
YATES THOMPSON MS 8 ,YATESTHOMPSONMS      8 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,Full,3
egerton ms 1151,EGERTONMS   1151 ,5,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,Partial,3
Egerton MS 943,EGERTONMS    943 ,6,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,MSS,Unknown,Standard Access,Western MSS,,,3
egerton ms 1121,EGERTONMS   1121 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
stowe ms 2,STOWEMS      2 ,5,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
Stowe ms 1061,STOWEMS   1061 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
add ms 21117,ADDMS  21117 ,7,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,MSS,Unknown,Standard Access,Western MSS,,Full,3
MSS/Additional/88897/1,MSS/ADDITIONAL/  88897 /      1 ,6,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W49304P,,3
add ms 21117,ADDMS  21117 ,7,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,MSS,Unknown,Standard Access,Western MSS,,Partial,3
Add ms 17492,ADDMS  17492 ,7,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,MSS,Unknown,Standard Access,Western MSS,,,3
add ms 45131,ADDMS  45131 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,Partial,3
Yates Thompson ms 28,YATESTHOMPSONMS     28 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,Partial,3
Add MS 46487,ADDMS  46487 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,Partial,3
MSS/Additional/88897/1,MSS/ADDITIONAL/  88897 /      1 ,6,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W15720P,,3
royal ms 7 d xxv,ROYALMS      7 DXXV,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,Partial,3
MSS/Additional/88897/1,MSS/ADDITIONAL/  88897 /      1 ,6,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W33071P,,3
add ms 18856,ADDMS  18856 ,5,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
cotton ms cleopatra c viii,COTTONMSCLEOPATRACVIII,5,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
MSS/Sloane/280,MSS/SLOANE/    280 ,6,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,3
Add ms 33759,ADDMS  33759 ,5,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,   ,SEL,Unknown,Special Access,Western MSS,,,3
COTTON MS FAUSTINA B VII,COTTONMSFAUSTINABVII,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,Partial,3
harley MS 4389,HARLEYMS   4389 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
Cotton MS Domitian A.IX,COTTONMSDOMITIANAIX,5,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
Add MS 15508,ADDMS  15508 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,3
Add MS 15507,ADDMS  15507 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,3
Add ms 12228,ADDMS  12228 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,3
add ms 5411,ADDMS   5411 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,3
add ms 28788,ADDMS  28788 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,   ,SEL,Unknown,Special Access,Western MSS,,,3
Harley MS 3860,HARLEYMS   3860 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
Add MS 19401,ADDMS  19401 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,3
add ms 18857,ADDMS  18857 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
cotton ms claudius D II,COTTONMSCLAUDIUSDII,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
Add MS 17868,ADDMS  17868 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,   ,SEL,Unknown,Special Access,Western MSS,,Partial,3
cotton ms julius A vi,COTTONMSJULIUSAVI,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,Partial,3
add ms 21120,ADDMS  21120 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
cotton ms caligula A xv,COTTONMSCALIGULAAXV,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
add ms 21926,ADDMS  21926 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
MSS/Royal/16 G VI,MSS/ROYAL/     16 GVI,7,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W12318P,,3
MSS/Royal/19 D II,MSS/ROYAL/     19 DII,7,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,3
MSS/Royal/16 G VI,MSS/ROYAL/     16 GVI,7,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W12824P,,3
MSS/Royal/16 G VI,MSS/ROYAL/     16 GVI,7,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W11947P,,3
MSS/Royal/16 G.VI,MSS/ROYAL/     16 GVI,7,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,3
MSS/Royal/16 G VI,MSS/ROYAL/     16 GVI,7,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W29586P,,3
Add MS 19398,ADDMS  19398 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,3
Add ms 28681,ADDMS  28681 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,Partial,3
Cotton MS Caligula C i,COTTONMSCALIGULACI,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,Partial,3
kings ms 9,KINGSMS      9 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,3
Harley MS 7353,HARLEYMS   7353 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,3
harley ms 2915,HARLEYMS   2915 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,3
Egerton MS 2876 ,EGERTONMS   2876 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,3
Egerton MS 2400,EGERTONMS   2400 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,3
Egerton MS 2177B,EGERTONMS   2177 B,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,3
Cotton MS Vitellius B xxi ,COTTONMSVITELLIUSBXXI,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,3
Cotton MS Vespasian C VII ,COTTONMSVESPASIANCVII,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,3
Cotton MS Tiberius B IX,COTTONMSTIBERIUSBIX,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,Partial,3
ADD MS 9381,ADDMS   9381 ,4,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,3
add ms 11355,ADDMS  11355 ,5,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,Partial,3
Cotton MS Cleopatra E IV,COTTONMSCLEOPATRAEIV,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,3
Cotton MS Caligula D vi,COTTONMSCALIGULADVI,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,Partial,3
Papyrus 135(8),PAPYRUS    135 (      8 ),1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,Partial,3
Yates Thompson MS 40,YATESTHOMPSONMS     40 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,ZSF,Unknown,Highly Restricted,Western MSS,,,3
